tool,operation,pattern,status,file formats,website_url,github_repo,notes,vendor_group,vendor_libs
jpeg to avif,convert,jpeg-to-avif,onsite-verified,".jpeg,.avif",,,,canvas-only,none (browser canvas)
jpeg to bmp,convert,jpeg-to-bmp,onsite-verified,".jpeg,.bmp",,,,server-image-convert,imagemagick-wasm + ffmpeg-static (server)
jpeg to eps,convert,jpeg-to-eps,in-progress,".jpeg,.eps",,,,needs-new-engine,not supported by current canvas/magick paths
jpeg to gif,convert,"x to y, convert x to y",onsite-verified,,,,,server-image-convert,imagemagick-wasm + ffmpeg-static (server)
jpeg to ico,convert,jpeg-to-ico,onsite-verified,".jpeg,.ico",,,,server-image-convert,imagemagick-wasm + ffmpeg-static (server)
jpeg to jpeg,convert,jpeg-to-jpeg,onsite-verified,".jpeg,.jpeg",,,,canvas-only,none (browser canvas)
jpeg to jpg,convert,"x to y, convert x to y",onsite-verified,,,,,canvas-only,none (browser canvas)
jpeg to pdf,convert,"x to y, convert x to y",onsite-unverified,,,,,,
jpeg to png,convert,"x to y, convert x to y",onsite-verified,,,,,canvas-only,none (browser canvas)
jpeg to svg,convert,jpeg-to-svg,onsite-verified,".jpeg,.svg",,,,canvas-only,none (browser canvas)
jpeg to tga,convert,jpeg-to-tga,onsite-verified,".jpeg,.tga",,,,server-image-convert,imagemagick-wasm + ffmpeg-static (server)
jpeg to tif,convert,jpeg-to-tif,onsite-verified,".jpeg,.tif",,,,server-image-convert,imagemagick-wasm + ffmpeg-static (server)
jpeg to tiff,convert,jpeg-to-tiff,onsite-verified,".jpeg,.tiff",,,,server-image-convert,imagemagick-wasm + ffmpeg-static (server)
jpeg to webp,convert,"x to y, convert x to y",onsite-verified,,,,,canvas-only,none (browser canvas)
jpg to avif,convert,"x to y, convert x to y",onsite-verified,".jpg,.avif",,,,canvas-only,none (browser canvas)
jpg to bmp,convert,jpg-to-bmp,onsite-verified,".jpg,.bmp",,,,server-image-convert,imagemagick-wasm + ffmpeg-static (server)
jpg to cur,convert,jpg-to-cur,onsite-verified,".jpg,.cur",,,,server-image-convert,imagemagick-wasm + ffmpeg-static (server)
jpg to dds,convert,jpg-to-dds,onsite-verified,".jpg,.dds",,,,server-image-convert,imagemagick-wasm + ffmpeg-static (server)
jpg to dxf,convert,jpg-to-dxf,in-progress,".jpg,.dxf",,,Needs registry entry; engine: dxf-vector. Needs new engine support.,needs-new-engine,not supported by current canvas/magick paths
jpg to eps,convert,jpg-to-eps,in-progress,".jpg,.eps",,,,needs-new-engine,not supported by current canvas/magick paths
jpg to gif,convert,jpg-to-gif,onsite-verified,".jpg,.gif",,,,server-image-convert,imagemagick-wasm + ffmpeg-static (server)
jpg to ico,convert,jpg-to-ico,onsite-verified,".jpg,.ico",,,,server-image-convert,imagemagick-wasm + ffmpeg-static (server)
jpg to jpeg,convert,jpg-to-jpeg,onsite-verified,".jpg,.jpeg",,,,canvas-only,none (browser canvas)
jpg to jpg,convert,"x to y, convert x to y",onsite-verified,".jpg,.jpg",,,,canvas-only,none (browser canvas)
jpg to pdf,convert,"x to y, convert x to y",onsite-unverified,,,,,,
jpg to png,convert,"x to y, convert x to y",onsite-verified,,,,,canvas-only,none (browser canvas)
jpg to svg,convert,"x to y, convert x to y",onsite-verified,,,,,canvas-only,none (browser canvas)
jpg to text,convert,jpg-to-text,in-progress,".jpg,.text",,,Needs registry entry; engine: ocr. Needs new engine support.,needs-new-engine,not supported by current canvas/magick paths
jpg to tga,convert,jpg-to-tga,onsite-verified,".jpg,.tga",,,,server-image-convert,imagemagick-wasm + ffmpeg-static (server)
jpg to tiff,convert,jpg-to-tiff,onsite-verified,".jpg,.tiff",,,,server-image-convert,imagemagick-wasm + ffmpeg-static (server)
jpg to webp,convert,"x to y, convert x to y",onsite-verified,,,,,canvas-only,none (browser canvas)
json to csv,convert,"x to y, convert x to y",onsite-unverified,,,,,,
m2ts to 3gp,convert,"x to y, convert x to y",onsite-unverified,".m2ts,.3gp",,,,,
m2ts to aac,convert,"x to y, convert x to y",onsite-verified,".m2ts,.aac",,,Engine: ffmpeg.,ffmpeg-convert,ffmpeg.wasm + ffmpeg-static
m2ts to aiff,convert,"x to y, convert x to y",onsite-verified,".m2ts,.aiff",,,Engine: ffmpeg.,ffmpeg-convert,ffmpeg.wasm + ffmpeg-static
m2ts to alac,convert,"x to y, convert x to y",onsite-verified,".m2ts,.alac",,,Engine: ffmpeg.,ffmpeg-convert,ffmpeg.wasm + ffmpeg-static
m2ts to amr,convert,"x to y, convert x to y",onsite-verified,".m2ts,.amr",,,Engine: ffmpeg.,ffmpeg-convert,ffmpeg.wasm + ffmpeg-static
m2ts to asf,convert,"x to y, convert x to y",onsite-unverified,".m2ts,.asf",,,,,
m2ts to au,convert,"x to y, convert x to y",onsite-verified,".m2ts,.au",,,Engine: ffmpeg.,ffmpeg-convert,ffmpeg.wasm + ffmpeg-static
m2ts to av1,convert,"x to y, convert x to y",onsite-unverified,".m2ts,.av1",,,,,
m2ts to avchd,convert,"x to y, convert x to y",onsite-unverified,".m2ts,.avchd",,,,,
m2ts to avi,convert,"x to y, convert x to y",onsite-unverified,".m2ts,.avi",,,,,
m2ts to caf,convert,"x to y, convert x to y",onsite-verified,".m2ts,.caf",,,Engine: ffmpeg.,ffmpeg-convert,ffmpeg.wasm + ffmpeg-static
m2ts to cdda,convert,"x to y, convert x to y",onsite-verified,".m2ts,.cdda",,,Engine: ffmpeg.,ffmpeg-convert,ffmpeg.wasm + ffmpeg-static
m2ts to divx,convert,"x to y, convert x to y",onsite-unverified,".m2ts,.divx",,,,,
m2ts to f4v,convert,"x to y, convert x to y",onsite-unverified,".m2ts,.f4v",,,,,
m2ts to flac,convert,"x to y, convert x to y",onsite-verified,".m2ts,.flac",,,Engine: ffmpeg.,ffmpeg-convert,ffmpeg.wasm + ffmpeg-static
m2ts to flv,convert,"x to y, convert x to y",onsite-unverified,".m2ts,.flv",,,,,
m2ts to gif,convert,"x to y, convert x to y",onsite-unverified,".m2ts,.gif",,,,,
m2ts to hevc,convert,"x to y, convert x to y",onsite-unverified,".m2ts,.hevc",,,,,
m2ts to m4a,convert,"x to y, convert x to y",onsite-verified,".m2ts,.m4a",,,Engine: ffmpeg.,ffmpeg-convert,ffmpeg.wasm + ffmpeg-static
m2ts to m4r,convert,"x to y, convert x to y",onsite-verified,".m2ts,.m4r",,,Engine: ffmpeg.,ffmpeg-convert,ffmpeg.wasm + ffmpeg-static
m2ts to m4v,convert,"x to y, convert x to y",onsite-unverified,".m2ts,.m4v",,,,,
m2ts to mjpeg,convert,"x to y, convert x to y",onsite-unverified,".m2ts,.mjpeg",,,,,
m2ts to mkv,convert,"x to y, convert x to y",onsite-unverified,".m2ts,.mkv",,,,,
m2ts to mov,convert,"x to y, convert x to y",onsite-unverified,".m2ts,.mov",,,,,
m2ts to mp2,convert,"x to y, convert x to y",onsite-verified,".m2ts,.mp2",,,Engine: ffmpeg.,ffmpeg-convert,ffmpeg.wasm + ffmpeg-static
m2ts to mp3,convert,"x to y, convert x to y",onsite-verified,".m2ts,.mp3",,,Engine: ffmpeg.,ffmpeg-convert,ffmpeg.wasm + ffmpeg-static
m2ts to mp4,convert,"x to y, convert x to y",onsite-unverified,".m2ts,.mp4",,,,,
m2ts to mpeg,convert,"x to y, convert x to y",onsite-unverified,".m2ts,.mpeg",,,,,
m2ts to mpeg2,convert,"x to y, convert x to y",onsite-unverified,".m2ts,.mpeg2",,,,,
m2ts to mpg,convert,"x to y, convert x to y",onsite-unverified,".m2ts,.mpg",,,,,
m2ts to mts,convert,"x to y, convert x to y",onsite-unverified,".m2ts,.mts",,,,,
m2ts to mxf,convert,"x to y, convert x to y",onsite-unverified,".m2ts,.mxf",,,,,
m2ts to oga,convert,"x to y, convert x to y",onsite-verified,".m2ts,.oga",,,Engine: ffmpeg.,ffmpeg-convert,ffmpeg.wasm + ffmpeg-static
m2ts to ogg,convert,"x to y, convert x to y",onsite-verified,".m2ts,.ogg",,,Engine: ffmpeg.,ffmpeg-convert,ffmpeg.wasm + ffmpeg-static
m2ts to opus,convert,"x to y, convert x to y",onsite-verified,".m2ts,.opus",,,Engine: ffmpeg.,ffmpeg-convert,ffmpeg.wasm + ffmpeg-static
m2ts to rm,convert,"x to y, convert x to y",onsite-unverified,".m2ts,.rm",,,,,
m2ts to rmvb,convert,"x to y, convert x to y",onsite-unverified,".m2ts,.rmvb",,,,,
m2ts to ts,convert,"x to y, convert x to y",onsite-unverified,".m2ts,.ts",,,,,
m2ts to vob,convert,"x to y, convert x to y",onsite-unverified,".m2ts,.vob",,,,,
m2ts to wav,convert,"x to y, convert x to y",onsite-verified,".m2ts,.wav",,,Engine: ffmpeg.,ffmpeg-convert,ffmpeg.wasm + ffmpeg-static
m2ts to webm,convert,"x to y, convert x to y",onsite-unverified,".m2ts,.webm",,,,,
m2ts to wma,convert,"x to y, convert x to y",onsite-verified,".m2ts,.wma",,,Engine: ffmpeg.,ffmpeg-convert,ffmpeg.wasm + ffmpeg-static
m2v to mp4,convert,"x to y, convert x to y",onsite-unverified,".m2v,.mp4",,,,,
m4a to aac,convert,"x to y, convert x to y",onsite-unverified,".m4a,.aac",,,,,
m4a to aiff,convert,"x to y, convert x to y",onsite-unverified,".m4a,.aiff",,,,,
m4a to alac,convert,"x to y, convert x to y",onsite-unverified,".m4a,.alac",,,,,
m4a to amr,convert,"x to y, convert x to y",onsite-unverified,".m4a,.amr",,,,,
m4a to au,convert,"x to y, convert x to y",onsite-unverified,".m4a,.au",,,,,
m4a to caf,convert,"x to y, convert x to y",onsite-unverified,".m4a,.caf",,,,,
m4a to cdda,convert,"x to y, convert x to y",onsite-unverified,".m4a,.cdda",,,,,
m4a to flac,convert,"x to y, convert x to y",onsite-unverified,".m4a,.flac",,,,,
m4a to m4r,convert,"x to y, convert x to y",onsite-verified,".m4a,.m4r",,,,,
m4a to mp2,convert,"x to y, convert x to y",onsite-unverified,".m4a,.mp2",,,,,
m4a to mp3,convert,"x to y, convert x to y",onsite-unverified,".m4a,.mp3",,,,,
m4a to mp4,convert,"x to y, convert x to y",onsite-unverified,".m4a,.mp4",,,,,
m4a to oga,convert,"x to y, convert x to y",onsite-unverified,".m4a,.oga",,,,,
m4a to ogg,convert,"x to y, convert x to y",onsite-unverified,".m4a,.ogg",,,,,
m4a to opus,convert,"x to y, convert x to y",onsite-unverified,".m4a,.opus",,,,,
m4a to wav,convert,"x to y, convert x to y",onsite-unverified,".m4a,.wav",,,,,
m4a to wma,convert,"x to y, convert x to y",onsite-unverified,".m4a,.wma",,,,,
m4b to mp3,convert,"x to y, convert x to y",onsite-unverified,".m4b,.mp3",,,,,
m4p to mp3,convert,"x to y, convert x to y",onsite-verified,".m4p,.mp3",,,,,
m4r to aac,convert,"x to y, convert x to y",onsite-unverified,".m4r,.aac",,,,,
m4r to aiff,convert,"x to y, convert x to y",onsite-unverified,".m4r,.aiff",,,,,
m4r to alac,convert,"x to y, convert x to y",onsite-unverified,".m4r,.alac",,,,,
m4r to amr,convert,"x to y, convert x to y",onsite-unverified,".m4r,.amr",,,,,
m4r to au,convert,"x to y, convert x to y",onsite-unverified,".m4r,.au",,,,,
m4r to caf,convert,"x to y, convert x to y",onsite-unverified,".m4r,.caf",,,,,
m4r to cdda,convert,"x to y, convert x to y",onsite-unverified,".m4r,.cdda",,,,,
m4r to flac,convert,"x to y, convert x to y",onsite-unverified,".m4r,.flac",,,,,
m4r to m4a,convert,"x to y, convert x to y",onsite-unverified,".m4r,.m4a",,,,,
m4r to mp2,convert,"x to y, convert x to y",onsite-unverified,".m4r,.mp2",,,,,
m4r to mp3,convert,"x to y, convert x to y",onsite-unverified,".m4r,.mp3",,,,,
m4r to oga,convert,"x to y, convert x to y",onsite-unverified,".m4r,.oga",,,,,
m4r to ogg,convert,"x to y, convert x to y",onsite-unverified,".m4r,.ogg",,,,,
m4r to opus,convert,"x to y, convert x to y",onsite-unverified,".m4r,.opus",,,,,
m4r to wav,convert,"x to y, convert x to y",onsite-unverified,".m4r,.wav",,,,,
m4r to wma,convert,"x to y, convert x to y",onsite-unverified,".m4r,.wma",,,,,
m4v to 3gp,convert,"x to y, convert x to y",onsite-unverified,".m4v,.3gp",,,,,
m4v to aac,convert,"x to y, convert x to y",onsite-verified,".m4v,.aac",,,Engine: ffmpeg.,ffmpeg-convert,ffmpeg.wasm + ffmpeg-static
m4v to aiff,convert,"x to y, convert x to y",onsite-verified,".m4v,.aiff",,,Engine: ffmpeg.,ffmpeg-convert,ffmpeg.wasm + ffmpeg-static
m4v to alac,convert,"x to y, convert x to y",onsite-verified,".m4v,.alac",,,Engine: ffmpeg.,ffmpeg-convert,ffmpeg.wasm + ffmpeg-static
m4v to amr,convert,"x to y, convert x to y",onsite-verified,".m4v,.amr",,,Engine: ffmpeg.,ffmpeg-convert,ffmpeg.wasm + ffmpeg-static
m4v to asf,convert,"x to y, convert x to y",onsite-unverified,".m4v,.asf",,,,,
m4v to au,convert,"x to y, convert x to y",onsite-verified,".m4v,.au",,,Engine: ffmpeg.,ffmpeg-convert,ffmpeg.wasm + ffmpeg-static
m4v to av1,convert,"x to y, convert x to y",onsite-unverified,".m4v,.av1",,,,,
m4v to avchd,convert,"x to y, convert x to y",onsite-unverified,".m4v,.avchd",,,,,
m4v to avi,convert,"x to y, convert x to y",onsite-unverified,".m4v,.avi",,,,,
m4v to caf,convert,"x to y, convert x to y",onsite-verified,".m4v,.caf",,,Engine: ffmpeg.,ffmpeg-convert,ffmpeg.wasm + ffmpeg-static
m4v to cdda,convert,"x to y, convert x to y",onsite-verified,".m4v,.cdda",,,Engine: ffmpeg.,ffmpeg-convert,ffmpeg.wasm + ffmpeg-static
m4v to divx,convert,"x to y, convert x to y",onsite-unverified,".m4v,.divx",,,,,
m4v to f4v,convert,"x to y, convert x to y",onsite-unverified,".m4v,.f4v",,,,,
m4v to flac,convert,"x to y, convert x to y",onsite-verified,".m4v,.flac",,,Engine: ffmpeg.,ffmpeg-convert,ffmpeg.wasm + ffmpeg-static
m4v to flv,convert,"x to y, convert x to y",onsite-unverified,".m4v,.flv",,,,,
m4v to gif,convert,"x to y, convert x to y",onsite-unverified,".m4v,.gif",,,,,
m4v to hevc,convert,"x to y, convert x to y",onsite-unverified,".m4v,.hevc",,,,,
m4v to m2ts,convert,"x to y, convert x to y",onsite-unverified,".m4v,.m2ts",,,,,
m4v to m4a,convert,"x to y, convert x to y",onsite-verified,".m4v,.m4a",,,Engine: ffmpeg.,ffmpeg-convert,ffmpeg.wasm + ffmpeg-static
m4v to m4r,convert,"x to y, convert x to y",onsite-verified,".m4v,.m4r",,,Engine: ffmpeg.,ffmpeg-convert,ffmpeg.wasm + ffmpeg-static
m4v to mjpeg,convert,"x to y, convert x to y",onsite-unverified,".m4v,.mjpeg",,,,,
m4v to mkv,convert,"x to y, convert x to y",onsite-unverified,".m4v,.mkv",,,,,
m4v to mov,convert,"x to y, convert x to y",onsite-unverified,".m4v,.mov",,,,,
m4v to mp2,convert,"x to y, convert x to y",onsite-verified,".m4v,.mp2",,,Engine: ffmpeg.,ffmpeg-convert,ffmpeg.wasm + ffmpeg-static
m4v to mp3,convert,"x to y, convert x to y",onsite-unverified,".m4v,.mp3",,,,,
m4v to mp4,convert,"x to y, convert x to y",onsite-unverified,".m4v,.mp4",,,,,
m4v to mpeg,convert,"x to y, convert x to y",onsite-unverified,".m4v,.mpeg",,,,,
m4v to mpeg2,convert,"x to y, convert x to y",onsite-unverified,".m4v,.mpeg2",,,,,
m4v to mpg,convert,"x to y, convert x to y",onsite-unverified,".m4v,.mpg",,,,,
m4v to mts,convert,"x to y, convert x to y",onsite-unverified,".m4v,.mts",,,,,
m4v to mxf,convert,"x to y, convert x to y",onsite-unverified,".m4v,.mxf",,,,,
m4v to oga,convert,"x to y, convert x to y",onsite-verified,".m4v,.oga",,,Engine: ffmpeg.,ffmpeg-convert,ffmpeg.wasm + ffmpeg-static
m4v to ogg,convert,"x to y, convert x to y",onsite-verified,".m4v,.ogg",,,Engine: ffmpeg.,ffmpeg-convert,ffmpeg.wasm + ffmpeg-static
m4v to opus,convert,"x to y, convert x to y",onsite-verified,".m4v,.opus",,,Engine: ffmpeg.,ffmpeg-convert,ffmpeg.wasm + ffmpeg-static
m4v to rm,convert,"x to y, convert x to y",onsite-unverified,".m4v,.rm",,,,,
m4v to rmvb,convert,"x to y, convert x to y",onsite-unverified,".m4v,.rmvb",,,,,
m4v to ts,convert,"x to y, convert x to y",onsite-unverified,".m4v,.ts",,,,,
m4v to vob,convert,"x to y, convert x to y",onsite-unverified,".m4v,.vob",,,,,
m4v to wav,convert,"x to y, convert x to y",onsite-verified,".m4v,.wav",,,Engine: ffmpeg.,ffmpeg-convert,ffmpeg.wasm + ffmpeg-static
m4v to webm,convert,"x to y, convert x to y",onsite-unverified,".m4v,.webm",,,,,
m4v to wma,convert,"x to y, convert x to y",onsite-verified,".m4v,.wma",,,Engine: ffmpeg.,ffmpeg-convert,ffmpeg.wasm + ffmpeg-static
mjpeg to 3gp,convert,"x to y, convert x to y",onsite-unverified,".mjpeg,.3gp",,,,,
mjpeg to aac,convert,"x to y, convert x to y",in-progress,".mjpeg,.aac",,,Engine: ffmpeg. Benchmark: fail - page.waitForFunction: Timeout 60000ms exceeded. Skip: low SV.,ffmpeg-convert,ffmpeg.wasm + ffmpeg-static
mjpeg to aiff,convert,"x to y, convert x to y",in-progress,".mjpeg,.aiff",,,Engine: ffmpeg. Benchmark: fail - page.waitForFunction: Timeout 60000ms exceeded. Skip: low SV.,ffmpeg-convert,ffmpeg.wasm + ffmpeg-static
mjpeg to alac,convert,"x to y, convert x to y",in-progress,".mjpeg,.alac",,,Engine: ffmpeg. Benchmark: fail - page.waitForFunction: Timeout 60000ms exceeded. Skip: low SV.,ffmpeg-convert,ffmpeg.wasm + ffmpeg-static
mjpeg to amr,convert,"x to y, convert x to y",in-progress,".mjpeg,.amr",,,Engine: ffmpeg. Benchmark: fail - page.waitForFunction: Timeout 60000ms exceeded. Skip: low SV.,ffmpeg-convert,ffmpeg.wasm + ffmpeg-static
mjpeg to asf,convert,"x to y, convert x to y",onsite-unverified,".mjpeg,.asf",,,,,
mjpeg to au,convert,"x to y, convert x to y",in-progress,".mjpeg,.au",,,Engine: ffmpeg. Benchmark: fail - page.waitForFunction: Timeout 60000ms exceeded. Skip: low SV.,ffmpeg-convert,ffmpeg.wasm + ffmpeg-static
mjpeg to av1,convert,"x to y, convert x to y",onsite-unverified,".mjpeg,.av1",,,,,
mjpeg to avchd,convert,"x to y, convert x to y",onsite-unverified,".mjpeg,.avchd",,,,,
mjpeg to avi,convert,"x to y, convert x to y",onsite-unverified,".mjpeg,.avi",,,,,
mjpeg to caf,convert,"x to y, convert x to y",in-progress,".mjpeg,.caf",,,Engine: ffmpeg. Benchmark: fail - page.waitForFunction: Timeout 60000ms exceeded. Skip: low SV.,ffmpeg-convert,ffmpeg.wasm + ffmpeg-static
mjpeg to cdda,convert,"x to y, convert x to y",in-progress,".mjpeg,.cdda",,,Engine: ffmpeg. Benchmark: fail - page.waitForFunction: Timeout 60000ms exceeded. Skip: low SV.,ffmpeg-convert,ffmpeg.wasm + ffmpeg-static
mjpeg to divx,convert,"x to y, convert x to y",onsite-unverified,".mjpeg,.divx",,,,,
mjpeg to f4v,convert,"x to y, convert x to y",onsite-unverified,".mjpeg,.f4v",,,,,
mjpeg to flac,convert,"x to y, convert x to y",in-progress,".mjpeg,.flac",,,Engine: ffmpeg. Benchmark: fail - page.waitForFunction: Timeout 60000ms exceeded. Skip: low SV.,ffmpeg-convert,ffmpeg.wasm + ffmpeg-static
mjpeg to flv,convert,"x to y, convert x to y",onsite-unverified,".mjpeg,.flv",,,,,
mjpeg to gif,convert,"x to y, convert x to y",onsite-unverified,".mjpeg,.gif",,,,,
mjpeg to hevc,convert,"x to y, convert x to y",onsite-unverified,".mjpeg,.hevc",,,,,
mjpeg to m2ts,convert,"x to y, convert x to y",onsite-unverified,".mjpeg,.m2ts",,,,,
mjpeg to m4a,convert,"x to y, convert x to y",in-progress,".mjpeg,.m4a",,,Engine: ffmpeg. Benchmark: fail - page.waitForFunction: Timeout 60000ms exceeded. Skip: low SV.,ffmpeg-convert,ffmpeg.wasm + ffmpeg-static
mjpeg to m4r,convert,"x to y, convert x to y",in-progress,".mjpeg,.m4r",,,Engine: ffmpeg. Benchmark: fail - page.waitForFunction: Timeout 60000ms exceeded. Skip: low SV.,ffmpeg-convert,ffmpeg.wasm + ffmpeg-static
mjpeg to m4v,convert,"x to y, convert x to y",onsite-unverified,".mjpeg,.m4v",,,,,
mjpeg to mkv,convert,"x to y, convert x to y",onsite-unverified,".mjpeg,.mkv",,,,,
mjpeg to mov,convert,"x to y, convert x to y",onsite-unverified,".mjpeg,.mov",,,,,
mjpeg to mp2,convert,"x to y, convert x to y",in-progress,".mjpeg,.mp2",,,Engine: ffmpeg. Benchmark: fail - page.waitForFunction: Timeout 60000ms exceeded. Skip: low SV.,ffmpeg-convert,ffmpeg.wasm + ffmpeg-static
mjpeg to mp3,convert,"x to y, convert x to y",in-progress,".mjpeg,.mp3",,,Engine: ffmpeg. Benchmark: fail - page.waitForFunction: Timeout 60000ms exceeded. Skip: low SV.,ffmpeg-convert,ffmpeg.wasm + ffmpeg-static
mjpeg to mp4,convert,"x to y, convert x to y",onsite-unverified,".mjpeg,.mp4",,,,,
mjpeg to mpeg,convert,"x to y, convert x to y",onsite-unverified,".mjpeg,.mpeg",,,,,
